         2324420 function calls (2171995 primitive calls) in 1.523 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 excel.py:27(UniversalMeasure)
        1    0.000    0.000    0.000    0.000 excel.py:32(TextPoint)
        1    0.000    0.000    0.000    0.000 excel.py:95(CellRange)
        1    0.000    0.000    0.000    0.000 fills.py:122(Stop)
        1    0.000    0.000    0.000    0.000 nested.py:23(Nested)
        1    0.000    0.000    0.000    0.000 nested.py:89(NestedString)
        1    0.000    0.000    0.000    0.000 nested.py:101(NestedNoneSet)
        1    0.000    0.000    0.000    0.000 nested.py:116(EmptyTag)
        1    0.000    0.000    0.000    0.000 datetime.py:101(GMT)
        1    0.000    0.000    0.000    0.000 base.py:16(Descriptor)
        1    0.000    0.000    0.000    0.000 base.py:27(Typed)
        1    0.000    0.000    0.000    0.000 base.py:61(Convertible)
        1    0.000    0.000    0.000    0.000 base.py:132(NoneSet)
        1    0.000    0.000    0.000    0.000 base.py:151(Float)
        1    0.000    0.000    0.000    0.000 base.py:187(Length)
        1    0.000    0.000    0.000    0.000 base.py:216(Alias)
        1    0.000    0.000    0.000    0.000 base.py:258(DateTime)
        1    0.000    0.000    0.000    0.000 sequence.py:11(Sequence)
        1    0.000    0.000    0.000    0.000 sequence.py:47(ValueSequence)
        1    0.000    0.000    0.000    0.000 xmlfile.py:89(xmlfile)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(IndexedList)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(InvalidFileException)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(WorkbookAlreadySaved)
        1    0.000    0.000    0.000    0.000 __init__.py:29(defusedxml_available)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(CellCoordinatesException)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1459>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1461>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1462>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1463>:1(wrapper)
        1    0.000    0.000    0.000    0.000 db.py:6(DB)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3226(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3283(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3437(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3596(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3544(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3736(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1433>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1435>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1436>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1440>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1441>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1458>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1444>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1447>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1449>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1457>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1455>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1456>:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:111(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:216(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:689(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1148(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1567(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2231(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2779(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:20(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:95(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:223(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:627(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:690(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:763(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:807(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:861(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:921(yulesimon_gen)
        1    0.000    0.000    0.000    0.000 _cubic.py:161(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:353(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:454(CubicSpline)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 fitpack2.py:521(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:629(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:918(BivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1218(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1300(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5955(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6020(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6065(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6102(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6176(trapz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6234(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6307(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6442(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6502(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6911(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7131(argus_gen)
        1    0.000    0.000    0.000    0.000 interpolate.py:101(interp2d)
        1    0.000    0.000    0.000    0.000 interpolate.py:703(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:926(PPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:2315(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3181(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3296(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3350(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3478(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3525(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3615(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3664(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4246(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4540(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4892(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5037(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5082(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5137(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5215(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5290(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5384(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5654(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5707(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5749(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5789(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5904(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:40(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:97(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:328(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:425(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:689(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:744(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:875(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:977(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1042(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1099(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1195(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1438(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1483(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1606(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1644(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1735(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2295(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2659(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2840(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2882(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2994(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3037(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 bdf.py:73(BDF)
        1    0.000    0.000    0.000    0.000 bdf.py:445(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 radau.py:181(Radau)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:359(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:377(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 odepack.py:12(ODEintWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:808(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:27(Sobol)
        1    0.000    0.000    0.000    0.000 triangulation.py:583(VertexGroup)
        1    0.000    0.000    0.000    0.000 triangulation.py:636(Cell)
        1    0.000    0.000    0.000    0.000 triangulation.py:650(Simplex)
        1    0.000    0.000    0.000    0.000 _shgo.py:1581(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1590(LMapCache)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:261(leafnode)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:183(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:250(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:289(Metropolis)
        1    0.000    0.000    0.000    0.000 _hungarian.py:121(_Hungary)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1019(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 nonlin.py:418(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:482(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:550(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:911(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:1184(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1231(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1271(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:15(Storage)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:12(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 _constraints.py:104(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:179(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 report.py:29(BasicReport)
        1    0.000    0.000    0.000    0.000 report.py:37(SQPReport)
        1    0.000    0.000    0.000    0.000 report.py:45(IPReport)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:375(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 arpack.py:924(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:12(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:196(VectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:457(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:506(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 interface.py:626(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 decorator.py:279(ContextManager)
